Income,samptype,borough,a01,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,b01,b02,b03,b04,b05_1,b05a_1,b05b_1,b05c_1,b05_2,b05a_2,b05b_2,b05c_2,b05_3,b05a_3,b05b_3,b05c_3,b05_4,c01_1,c01a_1,c01b_1,fcs2a,fcs3,fcs4,d01,d01_a,d01_b,d01_c,d01_d,d02,d03,d03_a,d03_b,d03_c,d03_d,d04,e01,e02,f01_1,f02,f02_1,f02_2,f05,f06,f07,f08,f10,f12,f13,f14,m01,m02,m03,m03_a,m04,m05,m06,m07,m08,m16,m17,m18,m19,m21,m23,m23_c,m23_d,m23_e,m23_f,m23_g,m24,m29,m29_a,m30,m30_a,n01,n02,n02_a,n03,n04,n04_a,n05,n06,n07,n08,n09,n09_a,n09_b,n09_c,n09_d,n09_e,n09_f,n09_g,n29,n30,n31,n32,n33,n42,n43,n51,n52,n53,n54,n55,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o14,o18_a,o18_b,o21,o21_a,o27,o28,p01,p08,p10,p19,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,wa1,wa2,wa3,wa4,wa5,r01,r02,r03,r04,r05,r07,r08,r09,r23,houpeo,hhadul,houchild,fampeo,famadul,famchild,w3cphhwt,w3cpppwt,partner,phones,intmo,educ_sp,educ,sex,sexedu,mleshi,mhisch,msmcol,mcolleg,fleshi,fhisch,fsmcol,fcolleg,race,white,black,hisp,orace,r_age,agepart,avage,age,ag18_24,ag25_34,ag35_44,ag45_64,ag65m,marrcoh,single,indnok,indwk,ftype,w3cninwt,w3cnfmwt,w3cnhhwt,hlth,hlth4,adgdhlth,adfrhlth,adprhlth,nodisab,educ_r,hs,lshs,hsged,smcol,college,assets,liquid,liquid10,liquid25,ownhome,mkthome,owehome,nethome,owncar,mktcar,owecar,netcar,brw000,brw00,emp,ftw_r,ftw_s,ftwork,fpovline,pov150,poor,pov4,affl,inc150,mead_inc,obs,abovemed,nhunger,utibill,rathou,houqual,rooms,averm,onerm,nbgood,nbsafe,crime,hi_r,hi_s,hi_k,hlthins,ratnyc,police,ratsch,kids,rage_c,age18_24,age45_59,age60m,immig2,efrouse,infants,preschs,schage,ch3_6,ch5_12,und12_n,cc_use,lowman,brookgz,statigz,proxi,psex,women,men,rwork,spwork,womwork,menwork,anywork,totwom,totmen,twomwk,tmenwk,emprate,empratem,empratew,singnok,singwk,marnok,marwk,qkey,cr05,unemp,xunemp,xunemp2,socsec,xsocsec,xsocsec2,pension,xpension,xpensio2,interest,xinter,xinter2,rental,xrental,xrental2,alimony,xalimon,xalim2,giftmon,xgiftmon,xgiftmo2,ssi,xssi,xssi2,foodstam,xfoodst,xfdstmp2,welfare,xwelf,xwelf2,sumch6,anych6,blackx,hispanic,immig,immigran,rdisab,cdisab,r_hs,r_post,r_hied,r_sex,r_agex,r_agesq,work_r,work_s,primary,prhseduc,prposths,prhied,sexpart,pr_sex,agepartx,tempagepx,tempagpmx,pr_age,pr_agesq,auxpoor,auxrich,auxold,sexprhs,sexprpos,sexprhie,sexprchi,sexprch6,workmos,workhrs,secondar,i_inter,r_inter,i_gift,r_gift,i_foodst,r_foodst,i_socsec,r_socsec,i_welf,r_welf,i_rental,r_rental,i_pens,r_pens,i_unemp,r_unemp,i_alimon,r_alimon,i_ssi,r_ssi,charity
36600,2,4,28,1,1,2,2,2,2,2,1,2,2,2,5,2,28,2,1,2,1,25,2,,,,,,,,,1,2,1,,1,2,8,,,,,2,8,,,,,1,3,2,1,2,,,,2,,1,2,40,2,2,1,2,6,,3,3,2,2,2,,,,2,2,3,800,,12,9600,1,2,2,,2,,1,1,,1,1,,12,40,9,30,4,,,,26000,,26000,1,2,,1,2,7000,2,,2,,1,1,17000,2,2,2,2,2,2,1,2,1,2,2,2,,,1000,700,1,1,1,2,2,1,2,1,2,1,2,2,2,2,4,2,2,2,1,2,1,1,1,6,73,1,1,97,,1,3,2,1,3,2,1,0.404967099,556.2520752,1,1,0,3,3,2,7,0,0,0,0,0,0,1,0,3,0,0,1,0,28,25,26.5,2,0,1,0,0,0,1,0,0,1,4,1126.898682,563.4493408,563.4493408,1,2,1,0,0,1,3,1,0,0,1,0,7000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,14630,21945,0,58520,0,1,46438.25781,32,0,1,1,0,1,3,1,1,1,1,1,1,0,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,0,0,0,1,32642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,26.45751381,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,1,1,0,0,28,784,1,1,1,1,1,0,2,0,25,25,41.48656082,28,784,0,0,0,0,0,0,0,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000,2,5,28,1,1,1,1,1,2,1,1,2,2,3,1,1,28,1,1,1,2,29,2,,,,,,,,,6,1,1,1,6,1,9,,,,,2,8,,,,,2,2,2,1,1,1,,2,8,,1,2,8,8,2,3,,2,,3,2,2,2,1,280000,98,1,,,,,,,,,,2,,2,,1,1,,2,2,2,12,35,,,9,,,,,,,,1,1,2,,8,1,17000,1,1,,2,,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,2,2,1,3,2,2,9,3,73,1,97,97,,1,4,2,2,4,2,2,0.743584573,1021.368042,1,1,0,3,4,1,4,0,0,0,1,0,0,0,0,,,,,,28,29,28.5,2,0,1,0,0,0,1,0,0,1,4,1944.759277,972.3796387,972.3796387,1,1,0,0,0,1,4,1,0,0,0,1,6000,1,0,0,1,280000,,,1,17000,17000,0,1,1,1,1,0,1,17650,26475,0,70600,0,1,37000,17,1,,,1,,3,0.75,0,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,2,1,1,1,0,0,1,1,,,,,,,,0,0,0,1,32655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,28,784,1,0,1,1,1,1,1,1,29,29,41.48656082,28,784,0,0,0,1,1,1,2,1,12,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71655,2,5,48,2,3,1,1,3,1,1,1,2,2,3,1,1,48,2,1,1,1,45,1,5,2,19,2,,,,,14,1,2,,14,1,10,,,,,1,7,,,,5,1,2,2,2,1,2,,2,1,100,1,2,500,8,2,3,,4,,7,1,2,2,1,275000,500,1,,,,,,,,,,2,,1,2,2,1,,1,1,,12,40,12,40,9,,,,,,,,1,1,1,8,9,1,8,1,1,,1,1000,2,2,2,2,2,2,1,2,2,2,2,2,,,1000,200,1,8,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,,2,1,2,1,4,53,1,1,1,,1,5,3,2,3,2,1,0.659121513,905.3518066,1,2,0,3,4,2,8,0,0,0,0,0,0,0,1,1,1,0,0,0,48,45,46.5,4,0,0,0,1,0,1,0,0,1,4,1561.627319,780.8136597,520.5424194,1,1,0,0,0,1,4,1,0,0,0,1,,,,,1,275000,500,274500,1,,3000,,1,1,1,1,1,1,14630,21945,0,58520,1,1,46438.25781,283,1,,,1,,7,1.399999976,1,1,1,1,1,1,1,1,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,,,,,,,,0,0,0,1,32684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,14.14213562,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,48,2304,1,1,1,1,1,1,2,0,45,45,41.48656082,48,2304,0,0,0,0,0,0,0,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20012,2,2,18,3,2,3,2,2,8,4,3,2,2,8,5,5,35,2,2,,,,,,,,,,,,,12,1,1,1,12,1,1,2,,,,1,,,,,,,4,2,2,,,,2,2,,8,,,2,2,1,2,0,11,2,2,2,2,2,,,,2,2,3,540,,10,5400,8,8,2,,2,,2,1,,,,,8,40,,,4,,,,13000,,13000,1,2,,2,,8,1,8,1,2,,1,1800,1,2,2,1,2,2,2,2,2,2,2,2,8,,,,2,2,1,2,2,1,8,2,3,,2,2,2,2,1,8,2,2,2,2,2,2,2,3,57,97,,,1988,1,3,1,2,3,1,2,1.567107081,2152.536621,0,1,0,,1,2,5,0,0,0,0,1,0,0,0,2,0,1,0,0,35,,35,3,0,0,1,0,0,0,1,0,1,2,3228.083496,3228.083496,3228.083496,0,3,0,1,0,1,1,0,1,0,0,0,6000,1,0,0,0,0,0,0,1,,0,,1,1,0,0,,0,14630,21945,1,58520,0,0,46438.25781,230,0,1,1,1,1,2,0.666666687,0,0,0,1,1,,1,1,0,1,0,1,2,0,0,0,1,0,0,1,1,1,1,2,1,0,0,0,0,,1,0,0,,0,0,0,,,,,,,,0,1,0,0,32687,42,7000,7000,83.66600037,0,0,0,0,0,0,,2537.256348,50.3711853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,35,1225,1,,1,0,0,0,0,0,0,,41.48656082,35,1225,0,1,0,0,0,0,0,0,8,40,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29927,2,2,22,2,1,2,2,2,2,3,2,2,2,2,3,5,35,2,2,,,,,,,,,,,,,17,1,1,2,14,2,7,,,,5,1,,,,,,,2,2,1,,,,2,1,8,1,2,300,2,2,1,2,5,,3,2,2,2,2,,,,2,2,3,810,,12,9720,1,2,2,,2,,1,1,,,,,12,28,,,4,,,,25000,,25000,1,1,1,2,,10000,2,,1,1,,1,3000,2,1,2,2,2,2,2,2,1,1,2,2,,,,,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,66,11,,,1979,1,4,1,3,4,1,3,0.830751479,1141.098145,0,1,0,,3,2,7,0,0,0,0,0,0,1,0,2,0,1,0,0,35,,35,3,0,0,1,0,0,0,1,0,1,2,1228.266357,1228.266357,1228.266357,1,1,0,0,0,1,3,1,0,0,1,0,10000,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,17650,26475,0,70600,0,1,37000,232,0,1,1,1,1,3,0.75,0,1,1,1,1,,1,1,1,1,0,1,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,1,0,1,,1,0,1,,,,,,,,0,1,0,0,32688,11,0,0,0,,995.5078735,31.55167007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,214.3808289,14.64174938,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,35,1225,1,,1,1,1,0,0,0,0,,41.48656082,35,1225,0,0,1,0,0,0,0,0,12,28,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100957,2,2,4,2,3,1,1,1,1,4,2,2,2,3,1,1,38,2,1,1,1,30,2,,,,,,,,,0,1,1,,0,1,9,,,,,2,9,,,,,2,1,2,1,1,1,,2,1,100,1,2,1500,1,1,2,,3,,4,1,2,2,1,580000,250000,1,,,,,,,,,,2,,2,,2,2,2,1,1,,,,12,50,,,,,,,,,2,,1,1,9,2,,2,,2,2,,2,2,2,2,2,2,1,2,,2,2,2,,,9,9,2,2,2,2,2,2,2,2,2,,2,2,2,2,4,2,2,2,1,1,1,2,1,4,64,97,,,1998,1,3,2,1,3,2,1,0.932138622,1280.36084,1,1,0,4,4,2,8,0,0,0,0,0,0,0,1,1,1,0,0,0,38,30,34,2,0,1,0,0,0,1,0,0,1,4,1984.157349,992.0786743,992.0786743,1,1,0,0,0,1,4,1,0,0,0,1,,,,,1,580000,250000,330000,0,0,0,0,0,0,1,0,1,1,14630,21945,0,58520,1,1,46438.25781,164,1,,,1,,4,1.333333373,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,,,,,,,,0,0,0,1,32706,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,404.5105286,20.11244774,0,0,0,0,0,0,0,0,0,1,1,,0,1,1,0,0,1,1,1,0,38,1444,0,1,0,1,1,1,2,1,30,30,41.48656082,30,900,0,0,0,1,1,1,1,1,12,50,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69348,2,4,20,1,1,1,2,1,2,8,1,2,2,8,9,1,36,2,1,1,1,36,2,,,,,,,,,99,1,1,,99,1,7,,,,2,2,5,,,8,,2,2,2,1,2,,,,1,12,1,2,8,2,8,9,,5,,98,2,2,2,1,98,99,1,,,,,,,,,,2,,2,,1,1,,1,1,,12,40,98,98,9,,,,,,,,2,,2,,9,1,8,1,9,,2,,9,9,8,2,2,2,2,2,,2,2,2,,,,,2,9,2,2,2,2,2,1,9,2,2,2,2,1,1,2,1,2,2,2,2,2,1,4,99,99,,,99,1,3,2,1,3,2,1,0.932138622,1280.36084,1,1,0,3,4,2,8,0,0,0,0,0,0,0,1,1,1,0,0,0,36,36,36,3,0,0,1,0,0,1,0,0,1,4,1906.751343,953.3756714,953.3756714,1,1,0,0,0,1,4,1,0,0,0,1,,,,,1,,,,1,,0,,1,1,1,1,,1,14630,21945,0,58520,1,1,46438.25781,104,1,,,1,,,,,1,1,1,1,0,1,0,1,1,,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,0,0,0,1,32716,99,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,1,1,0,36,1296,1,1,1,1,1,1,2,0,36,36,41.48656082,36,1296,0,0,0,0,0,0,0,0,12,40,0,0,0,0,0,0,0,,1,0,0,0,0,,1,,1,0,0,0,0,0
31300,2,1,7,2,2,4,2,3,3,4,3,2,2,1,1,1,32,2,1,1,1,33,1,7,2,36,2,,,,,8,2,1,1,8,2,1,2,,,,2,1,2,,,,2,4,2,,2,,,,,,2,,,2,2,1,2,7,,4,3,2,1,2,,,,2,2,3,670,,12,8040,1,2,2,,2,,2,1,,1,1,,11,40,12,60,1,200,,,,11,8800,1,1,2,2,,8,1,4000,1,2,,1,3000,2,2,2,2,2,2,1,2,,2,2,2,,,2000,0,2,2,2,1,2,1,1,2,2,,2,2,2,2,1,2,2,1,,1,1,1,4,2,69,4,,,1995,2,6,3,3,4,2,2,0.870992184,1196.371826,1,1,0,1,1,2,5,0,0,0,0,1,0,0,0,3,0,0,1,0,32,33,32.5,2,0,1,0,0,0,1,0,0,1,4,3627.29248,1813.64624,1209.097534,0,3,0,1,0,1,1,0,1,0,0,0,,,,,0,0,0,0,1,4000,0,4000,1,1,1,0,1,1,17650,26475,0,70600,0,1,37000,225,0,1,0,0,0,4,0.666666687,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,1,1,1,0,1,0,1,1,,,,,,,,0,0,0,1,32735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,0,0,0,0,0,0,32,1024,1,1,0,0,0,0,2,1,33,33,41.48656082,33,1089,0,0,0,0,0,0,2,1,12,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22741,2,3,23,1,2,1,3,3,2,3,2,2,2,2,8,9,23,2,9,,,,,,,,,,,,,3,2,1,,3,2,7,,,,5,2,,,,,,,1,2,9,,,,2,,,1,2,8,2,2,1,2,4,,4,1,2,2,2,,,,2,2,9,,,,,,1,2,,2,,1,1,,,,,12,35,,,9,,,,,,,,2,,1,1,8,2,,1,2,,1,60000,2,2,2,1,2,2,1,2,,2,2,2,9,,15000,0,2,2,1,1,2,2,2,1,2,1,1,2,2,2,3,2,2,2,1,2,1,2,2,3,78,1,1,1,,1,2,1,1,2,1,1,0.830751479,1141.098145,0,1,0,,3,2,7,0,0,0,0,0,0,1,0,2,0,1,0,0,23,,23,1,1,0,0,0,0,0,1,0,1,2,1166.446777,1166.446777,1166.446777,1,1,0,0,0,1,3,1,0,0,1,0,1250,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,11610,17415,0,46440,0,1,42400,12,0,1,0,1,1,4,2,1,1,1,1,1,,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,,1,0,1,,1,0,1,,,,,,,,0,1,0,0,32804,1,0,0,0,0,0,0,0,0,0,,2537.256348,50.3711853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,23,529,1,,1,1,1,0,0,0,0,,41.48656082,23,529,0,1,0,0,0,0,0,0,12,35,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5966,2,3,35,2,3,2,1,1,1,2,2,2,2,2,3,5,35,2,1,3,1,67,2,,,,,,,,,3,2,1,,3,2,4,,,,,2,,,,,,,3,2,1,,,,2,2,,2,,,2,1,1,1,2,,2,2,2,2,5,,,,,,,,,,,,,2,,2,,1,1,,,,,3,25,,,3,,,900,,3,2700,1,2,,2,,0,2,,2,,1,1,4000,2,2,2,2,2,1,1,2,,2,1,1,,,100,50,2,1,2,2,2,,2,1,2,2,2,2,2,2,3,1,2,1,2,2,3,1,4,2,99,1,3,3,,2,3,2,1,2,1,1,0.599981368,824.1184692,0,1,0,,2,2,6,0,0,0,0,0,1,0,0,3,0,0,1,0,35,,35,3,0,0,1,0,0,0,1,0,1,2,1020.549927,1020.549927,510.2749634,1,2,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,11610,17415,1,46440,0,0,42400,224,0,1,1,1,1,2,0.666666687,0,1,1,1,1,,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,,1,0,1,,1,0,1,,,,,,,,0,1,0,0,32823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,24.49489784,50,50,7.07106781,0,0,0,2484,2484,49.83974457,2616,2616,51.14684677,1,1,,1,0,0,0,1,1,0,0,0,35,1225,1,,1,1,0,0,0,0,0,,41.48656082,35,1225,1,0,0,0,0,0,0,0,3,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,2,3,18,3,8,4,1,2,3,3,3,2,2,8,1,1,43,2,1,1,1,42,1,5,2,18,2,,,,,16,1,1,1,16,1,1,2,,,,2,1,2,,,,2,4,2,4,1,4,,2,,,1,2,0,2,2,1,1,10,,6,3,2,2,2,,,,1,1,9,,,,,,1,2,,2,,2,1,,2,2,2,4,40,,,4,,,,3000,,3000,1,1,2,2,,0,2,,1,2,,2,,2,1,2,2,2,2,2,2,,2,1,2,,,,,2,8,2,2,2,1,2,2,5,,2,2,2,2,1,2,2,2,2,2,2,2,3,3,59,9,,,1984,3,7,3,4,6,2,4,0.932447195,1280.78479,1,1,0,1,1,2,5,0,0,0,0,1,0,0,0,4,0,0,0,1,43,42,42.5,3,0,0,1,0,0,1,0,0,1,4,7322.531738,3661.265869,2440.843994,0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23690,35535,1,94760,0,0,26400,22,0,1,1,0,1,6,0.857142866,0,0,0,1,1,1,1,1,0,1,0,1,2,0,0,0,1,0,0,0,3,0,3,3,1,1,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,0,0,0,1,32830,9,0,0,0,,995.5078735,31.55167007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,4704,68.58571625,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,43,1849,1,0,1,0,0,0,2,0,42,42,41.48656082,43,1849,0,0,1,0,0,0,0,0,4,40,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,3,4,1,8,3,1,1,3,3,2,2,2,3,1,1,34,2,1,1,1,37,2,,,,,,,,,10,1,1,2,9,1,7,,,,2,2,11,,,,,2,1,2,1,1,1,,2,2,,2,,,8,1,1,1,0,2,4,1,2,2,2,,,,2,2,3,1256,,2,2512,8,8,2,,2,,2,2,2,2,1,,,,11,40,,,,,,,,,8,,1,1,0,2,,1,2,,1,10000,2,2,2,2,2,2,1,2,,2,2,2,,,500,0,2,2,1,1,2,2,2,2,8,,2,2,2,2,1,2,2,1,1,1,2,1,2,5,67,97,,,1998,1,6,2,4,6,2,4,0.425625712,584.6281738,1,1,0,4,4,2,8,0,0,0,0,0,0,0,1,3,0,0,1,0,34,37,35.5,3,0,0,1,0,0,1,0,0,1,4,999.6884766,499.8442383,499.8442383,1,1,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23690,35535,0,94760,0,1,26400,16,1,,,1,,4,0.666666687,0,0,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,0,1,0,3,0,3,4,1,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,0,0,0,1,32852,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,0,0,1,1,1,0,34,1156,0,1,0,1,1,1,2,1,37,37,41.48656082,37,1369,0,0,0,1,1,1,4,1,11,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107858,2,5,50,2,1,1,1,2,2,3,1,2,2,3,1,1,50,1,1,1,2,47,2,,,,,,,,,99,9,99,,99,9,1,2,,,,2,7,,,,5,2,3,2,3,1,3,,2,1,4800,1,2,0,1,2,3,,24,,6,2,2,2,1,500000,,,,,,,,,,,,1,1,1,2,1,1,,1,2,2,12,48,,,4,,,,200000,,200000,1,1,1,1,1,1000500,1,45000,1,1,,2,,2,2,2,2,1,2,2,2,,2,2,2,,,,,2,8,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,52,1,1,1,,1,10,2,8,3,2,1,2.77812314,3815.956299,1,2,1,3,2,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,50,47,48.5,4,0,0,0,1,0,1,0,0,1,4,5879.128418,2939.564209,2939.564209,1,2,1,0,0,1,1,0,1,0,0,0,1000500,1,1,1,1,500000,0,500000,1,45000,0,45000,1,1,1,1,0,1,14630,21945,0,58520,1,1,46438.25781,158,1,,,1,,6,0.600000024,0,1,1,1,1,1,1,1,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,,,,,,,,0,0,0,1,32884,1,0,0,0,0,0,0,0,0,0,0,0,0,,907.7564087,30.1289959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,50,2500,1,0,1,0,0,0,1,1,47,47,41.48656082,50,2500,0,1,0,0,0,0,1,0,12,48,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24200,2,1,34,3,3,2,1,2,3,3,1,2,2,2,5,5,34,2,2,,,,,,,,,,,,,16,2,1,1,16,2,7,,,,2,2,,,,,,,2,2,,,,,,,,,,,1,1,1,2,5,,5,1,2,2,2,,,,2,2,3,850,,12,10200,1,1,2,,2,,1,1,,,,,12,64,,,1,500,,,,12,24000,1,1,2,1,2,10000,2,,1,1,,2,,2,2,2,2,2,2,1,2,,2,2,2,,,700,200,2,1,2,2,2,2,2,1,3,2,2,1,2,2,1,2,2,2,2,2,3,2,2,3,79,1,1,1,,1,3,1,2,3,1,2,0.683660269,939.0576172,0,1,0,,4,2,8,0,0,0,0,0,0,0,1,2,0,1,0,0,34,,34,2,0,1,0,0,0,0,1,0,1,2,1179.876465,1179.876465,1179.876465,1,1,0,0,0,1,4,1,0,0,0,1,10000,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,14630,21945,0,58520,0,1,46438.25781,71,0,1,1,1,1,5,1.666666627,1,1,1,1,0,,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,1,0,1,,1,0,1,,,,,,,,0,1,0,0,32888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,14.14213562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,34,1156,1,,1,1,1,1,0,0,0,,41.48656082,34,1156,0,0,0,0,0,0,0,0,12,64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000,2,2,5,1,3,3,2,1,1,3,2,2,2,3,1,1,25,1,1,1,2,24,2,,,,,,,,,4,1,1,,4,1,4,,,,,2,4,,,,,1,2,2,,2,,,,,,2,,,2,2,1,2,3,,3,1,2,2,2,,,,2,2,3,650,,12,7800,1,8,2,,2,,1,1,,2,2,2,12,60,,,1,600,,,,12,28800,2,2,,2,,0,1,6000,8,,1,2,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,5,,2,2,2,2,3,2,2,2,2,2,2,1,4,2,77,1,1,1,,1,3,2,1,3,2,1,0.474040657,651.1296997,1,1,0,2,2,1,2,0,1,0,0,0,0,0,0,3,0,0,1,0,25,24,24.5,1,1,0,0,0,0,1,0,0,1,4,1638.151001,819.0755005,819.0755005,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6000,0,6000,0,1,1,1,0,1,14630,21945,1,58520,0,0,46438.25781,123,0,1,1,1,1,3,1,1,0,1,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,2,1,1,1,0,0,1,1,,,,,,,,0,0,0,1,32912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,1,0,0,1,25,625,1,0,1,1,0,0,1,1,24,24,41.48656082,25,625,0,0,0,1,0,0,1,1,12,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
